customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_binary,charge_per_month,charge_to_monthly_ratio,monthly_charge_percentile,total_charge_percentile,is_high_charger,is_low_charger,charge_above_median,monthly_to_total_ratio,expected_lifetime_value,actual_vs_expected_clv,charge_trend,revenue_efficiency,tenure_squared,tenure_log,is_new_customer,is_early_customer,is_loyal_customer,is_veteran_customer,tenure_bucket,months_remaining_1yr,months_remaining_2yr,contract_age_ratio,service_adoption_score,service_adoption_pct,is_single_service,is_full_service,security_bundle,entertainment_bundle,support_bundle,has_any_security,has_entertainment,services_per_dollar,charge_per_service,is_month_to_month,is_one_year,is_two_year,has_auto_pay,uses_electronic,uses_mailed_check,paperless_no_auto,contract_risk_score,has_fiber,has_dsl,no_internet,fiber_no_security,fiber_no_support,fiber_high_charge,is_senior,has_partner,has_dependents,has_family,senior_alone,young_family,senior_month_to_month,base_risk_score,advanced_risk_score,clv_at_risk,poly_tenure_MonthlyCharges,poly_tenure_service_adoption_score,poly_tenure_base_risk_score,poly_tenure_charge_per_service,poly_MonthlyCharges_service_adoption_score,poly_MonthlyCharges_base_risk_score,poly_MonthlyCharges_charge_per_service,poly_service_adoption_score_base_risk_score,poly_service_adoption_score_charge_per_service,poly_base_risk_score_charge_per_service,macro_gdp_growth,macro_inflation,macro_unemployment,macro_gni_per_capita,trend_churn_intent,trend_switch_carrier,trend_churn_velocity,macro_telecom_sector,macro_stress_index,macro_consumer_pressure
5129-JLPIS,Male,0,0,0,25,1,No,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,105.5,2686.05,No,0,103.3096153846154,0.9788811953352771,0.9339769984381655,0.663353684509442,1,0,1,0.03926238812080162,2532.0,1.0604224240031583,1.0114120314890949,1.018021603183627,625,3.258096538021482,0,0,0,0,4.0,0,0,1.0416666666666667,5,0.8333333333333334,0,0,2,2,2,1,1,0.046948356807511735,17.583333333333332,1,0,0,0,1,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,5,7.5,949.5,2637.5,125.0,125.0,439.5833333333333,527.5,527.5,1855.0416666666665,25.0,87.91666666666666,87.91666666666666,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
3655-SNQYZ,Female,0,1,1,69,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),113.25,7895.15,No,0,112.78785714285713,0.9957936557987008,0.9848076103932983,0.9858015050404657,1,0,1,0.014342432704545887,2718.0,2.903696211842589,0.9952731586975764,1.0102236012923451,4761,4.248495242049359,0,0,1,1,5.0,0,0,2.875,6,1.0,0,1,3,2,2,1,1,0.0525164113785558,16.178571428571427,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,2.5,339.75,7814.25,414.0,69.0,1116.3214285714284,679.5,113.25,1832.2232142857142,6.0,97.07142857142856,16.178571428571427,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
8191-XWSZG,Female,0,0,0,52,1,No,No,0,0,0,0,0,0,One year,0,Mailed check,20.65,1022.95,No,0,19.300943396226415,0.9338171527682689,0.1529177907141843,0.41558994746556865,0,1,0,0.020167000341813564,495.59999999999997,2.0599073701167945,1.0171941075328779,0.9517584666914776,2704,3.970291913552122,0,0,1,0,5.0,0,0,2.1666666666666665,0,0.0,1,0,0,0,0,0,0,0.0,20.65,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.0,74.34,1073.8,0.0,156.0,1073.8,0.0,61.949999999999996,426.42249999999996,0.0,0.0,61.949999999999996,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
9959-WOFKT,Male,0,0,1,71,1,Yes,Fiber optic,1,0,1,0,1,1,Two year,0,Bank transfer (automatic),106.7,7382.25,No,0,102.53125,0.9608051123200666,0.9468976288513418,0.9687633110890246,1,0,1,0.01445163037957539,2560.8,2.881665235381372,1.0306067008753397,0.9743357926273972,5041,4.276666119016055,0,0,1,1,5.0,0,0,2.9583333333333335,4,0.6666666666666666,0,0,2,2,1,1,1,0.03714020427112349,21.34,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,2.5,320.1,7575.7,284.0,71.0,1515.14,426.8,106.7,2276.978,4.0,85.36,21.34,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
4190-MFLUW,Female,0,1,1,10,1,No,DSL,0,0,1,1,0,0,Month-to-month,0,Credit card (automatic),55.2,528.35,Yes,1,48.03181818181818,0.8687109503452811,0.37626011642765866,0.29277296606559705,0,0,0,0.10427883253046188,1324.8000000000002,0.398514104691507,1.1257995735607678,0.9554249547920435,100,2.3978952727983707,0,1,0,0,2.0,2,14,0.4166666666666667,2,0.3333333333333333,0,0,1,0,2,1,0,0.03558718861209964,18.400000000000002,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,1,0,3,3.0,198.72000000000003,552.0,20.0,30.0,184.00000000000003,110.4,165.60000000000002,1015.6800000000002,6.0,36.800000000000004,55.2,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
4183-MYFRB,Female,0,0,0,21,1,No,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,90.05,1862.9,No,0,84.67727272727274,0.939861762776853,0.7539400823512707,0.5783046997018316,1,0,1,0.04831267771876173,2161.2,0.8615761724169828,1.0510371903018727,0.9845934304061733,441,3.091042453358316,0,0,0,0,3.0,0,3,0.875,3,0.5,0,0,2,1,1,1,1,0.032948929159802305,22.5125,1,0,0,0,1,0,1,5,1,0,0,0,1,1,0,0,0,0,0,0,0,5,7.5,810.4499999999999,1891.05,63.0,105.0,472.7625,270.15,450.25,2027.250625,15.0,67.5375,112.5625,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
8779-QRDMV,Male,1,0,0,1,0,No phone service,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,39.65,39.65,Yes,1,19.825,0.4937733499377335,0.25969047280988217,0.03464432770126367,0,0,0,0.97539975399754,951.5999999999999,0.041622926726852826,1.9039615846338536,0.97539975399754,1,0.6931471805599453,1,1,0,0,1.0,11,23,0.041666666666666664,2,0.3333333333333333,0,0,1,1,1,1,1,0.04920049200492005,13.216666666666667,1,0,0,0,1,0,1,5,0,1,0,0,0,0,1,0,0,0,1,0,1,6,8.5,404.42999999999995,39.65,2.0,6.0,13.216666666666667,79.3,237.89999999999998,524.0408333333334,12.0,26.433333333333334,79.3,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
1680-VDCWW,Male,0,1,0,12,1,No,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.8,202.25,No,0,15.557692307692308,0.7827012383900928,0.06552605423825074,0.16874911259406503,0,1,0,0.0974169741697417,475.20000000000005,0.42471650566988656,1.1958188153310105,0.8476529756915339,144,2.5649493574615367,0,1,0,0,2.0,0,12,0.5,0,0.0,1,0,0,0,0,0,0,0.0,19.8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,2.0,47.52,237.60000000000002,0.0,24.0,237.60000000000002,0.0,39.6,392.04,0.0,0.0,39.6,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
1066-JKSGK,Male,0,0,0,1,1,No,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.15,20.15,Yes,1,10.075,0.48789346246973364,0.10996734346159306,0.013985517535141274,0,1,0,0.9527186761229315,483.59999999999997,0.041580685101114324,1.81941309255079,0.9527186761229315,1,0.6931471805599453,1,1,0,0,1.0,11,23,0.041666666666666664,0,0.0,1,0,0,0,0,0,0,0.0,20.15,1,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8.0,193.44,20.15,0.0,8.0,20.15,0.0,161.2,406.0224999999999,0.0,0.0,161.2,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
3638-WEABW,Female,0,1,0,58,1,Yes,DSL,0,1,0,1,0,0,Two year,1,Credit card (automatic),59.9,3505.1,No,0,59.40847457627118,0.9915136771237023,0.4118983387760897,0.7290927161720857,0,0,0,0.017084509854254016,1437.6,2.436466008619491,0.9915827277573581,1.0086038213627992,3364,4.07753744390572,0,0,1,0,5.0,0,0,2.4166666666666665,2,0.3333333333333333,0,0,1,0,1,1,0,0.03284072249589491,19.966666666666665,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,3474.2,116.0,0.0,1158.0666666666666,119.8,0.0,1196.003333333333,0.0,39.93333333333333,0.0,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
6322-HRPFA,Male,0,1,1,49,1,No,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card (automatic),59.6,2970.3,No,0,59.406000000000006,0.9964106004696411,0.40692886554025276,0.6849353968479341,0,0,0,0.020058560226163633,1430.4,2.0751012994271343,0.9866569546071582,1.016738550010269,2401,3.912023005428146,0,0,1,0,5.0,0,0,2.0416666666666665,3,0.5,0,0,2,0,1,1,0,0.0495049504950495,14.9,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,1,0,3,3.0,214.56000000000003,2920.4,147.0,147.0,730.1,178.8,178.8,888.0400000000001,9.0,44.7,44.7,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
6865-JZNKO,Female,0,0,0,30,1,No,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),55.3,1530.6,No,0,49.37419354838709,0.8923220427913484,0.37824790572199346,0.5270481328979129,0,0,0,0.03610603290676417,1327.1999999999998,1.152386688751694,1.0977843237704918,0.9220481927710843,900,3.4339872044851463,0,0,0,0,4.0,0,0,1.25,2,0.3333333333333333,0,0,2,0,0,1,0,0.03552397868561279,18.433333333333334,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.0,199.07999999999998,1659.0,60.0,90.0,553.0,110.6,165.89999999999998,1019.3633333333333,6.0,36.86666666666667,55.3,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
6467-CHFZW,Male,0,1,1,47,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.35,4749.15,Yes,1,98.940625,0.9956706780158497,0.861067726820957,0.8196791140139146,1,0,1,0.020915128995926444,2384.3999999999996,1.9909239540538275,0.9940902410806416,1.0168506246721407,2209,3.871201010907891,0,0,0,0,4.0,0,0,1.9583333333333333,3,0.5,0,0,1,2,0,1,1,0.029895366218236175,24.8375,1,0,0,0,1,0,1,5,1,0,0,0,1,1,0,1,1,1,0,1,0,5,7.5,894.1499999999999,4669.45,141.0,235.0,1167.3625,298.04999999999995,496.75,2467.6056249999997,15.0,74.51249999999999,124.1875,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
8665-UTDHZ,Male,0,1,1,1,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,30.2,30.2,Yes,1,15.1,0.49185667752442996,0.23583700127786456,0.02910691466704529,0,1,0,0.967948717948718,724.8,0.041609258748966656,1.8757763975155277,0.967948717948718,1,0.6931471805599453,1,1,0,0,1.0,11,23,0.041666666666666664,1,0.16666666666666666,1,0,1,0,0,1,0,0.032051282051282055,15.1,1,0,0,0,1,0,0,5,0,1,0,0,0,0,0,1,1,1,0,1,0,8,8.0,289.91999999999996,30.2,1.0,8.0,15.1,30.2,241.6,456.02,8.0,15.1,120.8,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
5248-YGIJN,Male,0,1,0,72,1,Yes,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.25,6369.45,No,0,87.2527397260274,0.9666426376294722,0.757986653414738,0.9221922476217521,1,0,1,0.014166974075614753,2166.0,2.939293954776188,1.022631141879254,0.9800661640252346,5184,4.290459441148391,0,0,1,1,5.0,0,0,3.0,6,1.0,0,1,3,2,2,1,1,0.06575342465753424,12.892857142857142,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1.0,108.3,6498.0,432.0,72.0,928.2857142857142,541.5,90.25,1163.580357142857,6.0,77.35714285714286,12.892857142857142,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
8773-HHUOZ,Female,0,0,1,17,1,No,DSL,0,0,0,0,1,1,Month-to-month,1,Mailed check,64.7,1093.1,Yes,1,60.727777777777774,0.9378002745367191,0.44214113303989777,0.43248615646741445,0,0,0,0.05913536239831826,1552.8000000000002,0.7035010940919035,1.048150481504815,0.992914887819057,289,2.8903717578961645,0,0,0,0,3.0,0,7,0.7083333333333334,2,0.3333333333333333,0,0,0,2,0,0,1,0.030441400304414,21.566666666666666,1,0,0,0,0,1,1,5,0,1,0,0,0,0,0,0,1,1,0,1,0,4,5.0,388.20000000000005,1099.9,34.0,68.0,366.6333333333333,129.4,258.8,1395.3633333333335,8.0,43.13333333333333,86.26666666666667,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
3841-NFECX,Female,1,1,0,71,1,Yes,Fiber optic,1,1,1,1,0,0,Two year,1,Credit card (automatic),96.35,6766.95,No,0,93.98541666666667,0.9753178057709493,0.8350134885702115,0.9424960954138861,1,0,1,0.014236216284103754,2312.3999999999996,2.9251102273709697,1.0143662404316451,0.9890526685034019,5041,4.276666119016055,0,0,1,1,5.0,0,0,2.9583333333333335,4,0.6666666666666666,0,0,3,0,2,1,0,0.04108885464817669,19.27,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,2.5,289.04999999999995,6840.849999999999,284.0,71.0,1368.17,385.4,96.35,1856.6644999999999,4.0,77.08,19.27,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
4929-XIHVW,Male,1,1,0,2,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),95.5,181.65,No,0,60.550000000000004,0.6318260869565218,0.8245775947749538,0.15852619622320033,1,0,1,0.5228579249931563,2292.0,0.07921936327954644,1.5515840779853776,0.9460937500000001,4,1.0986122886681098,1,1,0,0,1.0,10,22,0.08333333333333333,3,0.5,0,0,1,2,1,1,1,0.031088082901554404,23.875,1,0,0,1,0,0,0,3,1,0,0,0,1,1,1,1,0,1,0,0,1,6,9.0,1031.4,191.0,6.0,12.0,47.75,286.5,573.0,2280.0625,18.0,71.625,143.25,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
6827-IEAUQ,Female,0,1,1,27,1,No,DSL,1,1,1,1,0,0,One year,0,Mailed check,66.15,1874.45,No,0,66.94464285714285,1.011466652277142,0.45555871077665766,0.5802924889961664,0,0,0,0.03527153483164041,1587.6000000000001,1.179938310462042,0.9735866908460145,1.0489074172518955,729,3.332204510175204,0,0,0,0,4.0,0,0,1.125,4,0.6666666666666666,0,0,3,0,2,1,0,0.059568131049888305,13.23,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1.0,79.38000000000001,1786.0500000000002,108.0,27.0,357.21000000000004,264.6,66.15,875.1645000000001,4.0,52.92,13.23,2.793,2.95,4.198,83490,21.26,60.41,8.75,0.0,4.355,12.384100000000002
